iter	Accuracy	MultiClass
882	0.9985693848	0.0686376697
883	0.9985693848	0.0685254163
884	0.9985693848	0.06843631721
885	0.9985693848	0.06835243592
886	0.9985693848	0.06827769096
887	0.9985693848	0.06819008856
888	0.9985693848	0.06814713505
889	0.9985693848	0.06809036533
890	0.9985693848	0.06801840322
891	0.9985693848	0.06788130138
892	0.9985693848	0.06775491304
893	0.9985693848	0.0676965701
894	0.9985693848	0.06763206287
895	0.9985693848	0.06755145443
896	0.9985693848	0.06747219528
897	0.9985693848	0.06733048539
898	0.9985693848	0.06718061623
899	0.9985693848	0.0670405562
900	0.9985693848	0.06692848833
901	0.9985693848	0.06682026216
902	0.9985693848	0.06672208108
903	0.9985693848	0.06664091783
904	0.9985693848	0.06654144529
905	0.9985693848	0.06648175788
906	0.9985693848	0.06640662432
907	0.9985693848	0.06628824913
908	0.9985693848	0.06623566586
909	0.9985693848	0.06614815563
910	0.9985693848	0.06608153274
911	0.9985693848	0.0659679159
912	0.9985693848	0.06585682926
913	0.9985693848	0.06573243828
914	0.9985693848	0.06567741612
915	0.9985693848	0.06555772979
916	0.9985693848	0.06549872132
917	0.9985693848	0.0654216031
918	0.9985693848	0.06538471329
919	0.9985693848	0.06532319579
920	0.9985693848	0.06523502621
921	0.9985693848	0.06513434051
922	0.9985693848	0.0650700761
923	0.9985693848	0.06495917505
924	0.9985693848	0.06488000134
925	0.9985693848	0.06479648264
926	0.9985693848	0.06471536625
927	0.9985693848	0.06464923534
928	0.9985693848	0.06451577212
929	0.9985693848	0.06439397162
930	0.9985693848	0.06428042633
931	0.9985693848	0.06416717767
932	0.9985693848	0.06410378289
933	0.9985693848	0.06398090396
934	0.9985693848	0.06387000337
935	0.9985693848	0.06379444306
936	0.9985693848	0.06369612581
937	0.9985693848	0.06364601361
938	0.9985693848	0.06358723781
939	0.9985693848	0.06353662075
940	0.9985693848	0.06345696425
941	0.9985693848	0.0633456588
942	0.9985693848	0.06326502268
943	0.9985693848	0.06320748099
944	0.9985693848	0.06314286814
945	0.9985693848	0.06307966499
946	0.9985693848	0.06297887403
947	0.9985693848	0.06287537052
948	0.9985693848	0.06276438955
949	0.9985693848	0.06268964447
950	0.9985693848	0.06261933449
951	0.9985693848	0.06249552578
952	0.9985693848	0.06241988561
953	0.9985693848	0.062315833
954	0.9985693848	0.06223565843
955	0.9985693848	0.06216411333
956	0.9985693848	0.06210963236
957	0.9985693848	0.06204756931
958	0.9985693848	0.06198258285
959	0.9985693848	0.06191144544
960	0.9985693848	0.06186002133
961	0.9985693848	0.06180531605
962	0.9985693848	0.06175367961
963	0.9985693848	0.06172793728
964	0.9985693848	0.06170512772
965	0.9985693848	0.06165081009
966	0.9985693848	0.06158157702
967	0.9985693848	0.06152257435
968	0.9985693848	0.06144934961
969	0.9985693848	0.06134060581
970	0.9985693848	0.06129713796
971	0.9985693848	0.06121990582
972	0.9985693848	0.06114644876
973	0.9985693848	0.06113005937
974	0.9985693848	0.06106411896
975	0.9985693848	0.06093878876
976	0.9985693848	0.06087851095
977	0.9985693848	0.06082135396
978	0.9985693848	0.06070032985
979	0.9985693848	0.06059414652
980	0.9985693848	0.06046816369
981	0.9985693848	0.06039561288
982	0.9985693848	0.06030454561
983	0.9985693848	0.06021712736
984	0.9985693848	0.06015283742
985	0.9985693848	0.060019439
986	0.9985693848	0.05987840559
987	0.9985693848	0.0597886332
988	0.9985693848	0.05967897964
989	0.9985693848	0.05961466084
990	0.9985693848	0.05955877028
991	0.9985693848	0.05951575873
992	0.9985693848	0.05941985426
993	0.9985693848	0.05932034605
994	0.9985693848	0.05925418414
995	0.9985693848	0.05920007372
996	0.9985693848	0.05910084606
997	0.9985693848	0.05901004699
998	0.9985693848	0.05896436949
999	0.9985693848	0.05886828042
